Omega,x,x0,v0,stable,floquet
0.423,3.1090449866042382,-1.567145467735385,1.712925963792842,False,[1.06469591e-02 4.88553648e+01]
0.424,3.1081403704527295,-1.557205390732109,1.719648964877468,False,[1.14543956e-02 4.54827438e+01]
0.425,3.1072286216003855,-1.5472367672797678,1.7263460092525853,False,[1.23292646e-02 4.23204247e+01]
0.426,3.10630970565723,-1.5372394620297858,1.7330167919967034,False,[1.32780741e-02 3.93572266e+01]
0.427,3.1053836201654548,-1.527213169932463,1.7396611172956002,False,[1.43085500e-02 3.65768259e+01]
0.428,3.104450323714361,-1.517157760493744,1.7462786671842707,False,[1.54299341e-02 3.39710912e+01]
0.429,3.1035097996804586,-1.5070729881436409,1.752869195817638,False,[1.66507938e-02 3.15280394e+01]
0.43,3.1025620177194155,-1.4969586497800762,1.7594324236671752,False,[1.79810806e-02 2.92386023e+01]
0.431,3.101606953286923,-1.4868145127724193,1.7659680854567434,False,[1.94349163e-02 2.70933196e+01]
0.432,3.100644578354286,-1.4766403541707545,1.772475904127659,False,[2.10223758e-02 2.50836815e+01]
0.433,3.0996748886312386,-1.4664358426320585,1.7789556668806974,False,[2.27625608e-02 2.31993513e+01]
0.434,3.098697835280279,-1.456200776023531,1.7854070700337366,False,[ 0.02467315 21.43524404]
0.435,3.097713402885677,-1.4459348662938536,1.7918298604630685,False,[ 0.02677248 19.78303099]
0.436,3.0967215694170114,-1.4356378215905896,1.7982237802801289,False,[ 0.02908688 18.23569099]
0.437,3.0957223061786494,-1.4253093580781075,1.8045885595082327,False,[ 0.03164259 16.78713947]
0.438,3.094715590155745,-1.4149491668990892,1.8109239371276813,False,[ 0.03447334 15.43120661]
0.439,3.093701396176162,-1.4045569198646892,1.8172296564170187,False,[ 0.03761585 14.16228579]
0.44,3.092679698704916,-1.3941322657440858,1.8235054668127877,False,[ 0.04111619 12.97512994]
0.441,3.09165047858691,-1.3836748396247032,1.8297511184290756,False,[ 0.04502935 11.8644539 ]
0.442,3.090613702204389,-1.3731842921758464,1.8359663427719732,False,[ 0.04941922 10.82596215]
0.443,3.089569348293851,-1.3626602355205155,1.8421508867390364,False,[0.05436407 9.85500845]
0.444,3.088517391218874,-1.3521022725091385,1.8483044933911097,False,[0.05996328 8.94740392]
0.445,3.087457805987044,-1.341509985379278,1.8544269085821472,False,[0.06633583 8.09916374]
0.446,3.086390568125766,-1.3308829387133423,1.8605178787354564,False,[0.07363591 7.30648687]
0.447,3.0853156498180825,-1.3202206881446217,1.8665771451253812,False,[0.08205548 6.5658326 ]
0.448,3.0842330266821087,-1.3095227601654882,1.8726044554497363,False,[0.09185108 5.87370895]
0.449,3.0831426727262197,-1.2987886635770909,1.878599556295084,False,[0.10336211 5.22677189]
0.45,3.082044562257216,-1.288017885646707,1.8845621949181035,False,[0.11705352 4.62172507]
0.451,3.0809386674532053,-1.277209903062071,1.8904921124778844,False,[0.13358555 4.05526808]
0.452,3.079824964048115,-1.2663641514625468,1.8963890606256244,False,[0.15393832 3.52389201]
0.453,3.078703423196956,-1.255480083777535,1.902252768554516,False,[0.17964451 3.02372143]
0.454,3.077574019146283,-1.244557050289815,1.9080830074172688,False,[0.21330666 2.54996558]
0.455,3.0764367233251844,-1.2335944350080577,1.9138795157990935,False,[0.25990777 2.09556384]
0.456,3.0752915102104392,-1.2225915646451533,1.9196420482019383,False,[0.33117049 1.64682658]
0.457,3.074138351098305,-1.2115477598148907,1.9253703466155367,False,[0.47199128 1.15702156]
0.458,3.0729772179380412,-1.200462302792512,1.931064157034708,True,[0.65339376+0.3462693j 0.65339376-0.3462693j]
0.459,3.07180808166006,-1.189334452644271,1.9367232205943616,True,[0.50484633+0.54099507j 0.50484633-0.54099507j]
0.46,3.0706309147399207,-1.1781634095279685,1.942347290961832,True,[0.36809835+0.64246902j 0.36809835-0.64246902j]
0.461,3.069445687116202,-1.1669483664022229,1.947936106741709,True,[0.242429+0.7001474j 0.242429-0.7001474j]
0.462,3.06825236952376,-1.1556884631706184,1.953489413937548,True,[0.12716099+0.73042538j 0.12716099-0.73042538j]
0.463,3.0670509316232595,-1.1443828083122745,1.9590069537886607,True,[0.02165601+0.74157492j 0.02165601-0.74157492j]
0.464,3.0658413458563505,-1.133030492101924,1.9644884558682487,True,[-0.074694+0.73860125j -0.074694-0.73860125j]
0.465,3.0646235747044597,-1.1216304895125009,1.9699336822138405,True,[-0.1624367+0.72486678j -0.1624367-0.72486678j]
0.466,3.0633975913276204,-1.1101817860102834,1.975342367294393,True,[-0.24211295+0.70278244j -0.24211295-0.70278244j]
0.467,3.062163361437178,-1.0986833080121137,1.980714248455432,True,[-0.31422078+0.67415845j -0.31422078-0.67415845j]
0.468,3.060920852834753,-1.087133935878167,1.9860490592334936,True,[-0.37923207+0.64039629j -0.37923207-0.64039629j]
0.469,3.0596700337632283,-1.0755324560050854,1.9913465495678355,True,[-0.43758816+0.60261047j -0.43758816-0.60261047j]
0.47,3.0584108695575507,-1.0638776814961244,1.996606428453816,True,[-0.48970939+0.56169687j -0.48970939-0.56169687j]
0.471,3.057143324671875,-1.0521682808831012,2.001828440755849,True,[-0.53598487+0.51839456j -0.53598487-0.51839456j]
0.472,3.055867363601472,-1.0404028889033448,2.0070123145694536,True,[-0.57678365+0.47331295j -0.57678365-0.47331295j]
