Omega,x,x0,v0,mu1,mu2,stable
0.4,3.097684527272038,1.8842627111478858,1.4050282571014416,-0.10767495813706773,289.38361952071136,False
0.40001,3.0976779141568085,1.8841778826459217,1.405100801397192,0.10539608918224985,289.062601917386,False
0.40002,3.0976713003906604,1.8840930513970038,1.4051733447726,-0.0236481609817929,289.14603649759283,False
0.40003,3.097664685973545,1.8840082174009856,1.4052458872274707,-0.015886330335888488,289.0032614335105,False
0.40004,3.0976580709053905,1.8839233806578943,1.405318428761459,0.07550481416274124,288.8936912209865,False
0.40005,3.0976514551861487,1.8838385411675227,1.405390969374425,-0.10566718370228045,288.6968997483509,False
0.40006,3.097644838815766,1.8837536989300967,1.4054635090658536,-0.018366968640293635,288.6078243664915,False
0.40007,3.0976382217941727,1.8836688539451014,1.405536047835865,0.07567385804759397,288.22470581067046,False
0.40008,3.0976316041213208,1.8835840062127605,1.405608585683949,-0.01241560721064161,288.3235168119227,False
0.40009,3.097624985797144,1.8834991557330643,1.4056811226097932,-0.08655862169780448,288.10776376174636,False
0.4001,3.0976183668215884,1.8834143025057095,1.4057536586133357,0.0760883314851526,287.6705344592392,False
0.40011,3.097611747194601,1.8833294465309522,1.4058261936940386,0.02724782595942088,287.69981775798897,False
0.40012,3.097605126916114,1.8832445878082587,1.4058987278520378,-0.019473150118756166,287.6156965927303,False
0.40013,3.0975985059860767,1.8831597263379345,1.405971261086752,0.05178844324836973,287.4516859033429,False
0.40014,3.097591884404423,1.88307486211975,1.406043793398058,0.05433046985854162,287.26292603781985,False
0.40015,3.0975852621711017,1.8829899951536844,1.406116324785652,0.046566133976739366,287.0228775494861,False
0.40016,3.0975786392860556,1.8829051254396385,1.4061888552492998,-0.053715237852884457,287.0733390822297,False
0.40017,3.09757201574922,1.8828202529775235,1.4062613847887553,0.07369680766532838,286.8587666114081,False
0.40018,3.0975653915605443,1.8827353777673685,1.4063339134036745,-0.03528411204842996,286.70952695556116,False
0.40019,3.097558766719968,1.8826504998090434,1.4064064410938497,-0.09580961355095496,286.7250081871998,False
0.4002,3.0975521412274234,1.882565619102363,1.4064789678591172,-0.15774466274433507,286.67604231347195,False
0.40021,3.097545515082866,1.8824807356474358,1.4065514936990644,0.05865155400442745,286.22952653947596,False
0.40022,3.0975388882862283,1.8823958494441828,1.4066240186134362,0.08728223384059675,286.0842563206543,False
0.40023,3.097532260837461,1.882310960492263,1.4066965426022082,-0.22499335310112656,286.2161459383233,False
0.40024,3.0975256327364944,1.8822260687919437,1.4067690656648288,-0.04310385020198737,285.9319550245109,False
0.40025,3.0975190039832814,1.8821411743429135,1.4068415878012435,-0.07996259337232914,285.7122636039312,False
0.40026,3.0975123745777586,1.8820562771452767,1.4069141090110435,0.08190056322837336,285.39281138175556,False
0.40027,3.0975057445198644,1.881971377198846,1.4069866292940683,0.029373550999480358,285.27922716499415,False
0.40028,3.0974991138095502,1.8818864745036998,1.40705914864993,-0.04801251990375022,285.32709378580785,False
0.40029,3.0974924824467447,1.8818015690595236,1.4071316670785767,0.07373557039773004,285.04293312482696,False
0.4003,3.0974858504314073,1.881716660866459,1.4072041845795689,-0.004234055925735447,285.00702650104176,False
0.40031,3.0974792177634614,1.8816317499243025,1.407276701152758,-0.04249939386954793,284.80428371118524,False
0.40032,3.0974725844428614,1.8815468362330507,1.4073492167978263,-0.09413236946420511,284.78169157053253,False
0.40033,3.097465950469541,1.8814619197926565,1.4074217315144948,0.02330186353174213,284.46996861800926,False
0.40034,3.097459315843442,1.8813770006029835,1.4074942453025574,0.0617033056287255,284.4162281651679,False
0.40035,3.0974526805645133,1.881292078663932,1.407566758161781,0.13303096354320587,284.1198193713044,False
0.40036,3.097446044632696,1.8812071539754918,1.4076392700918536,0.011305319031635008,284.0222764173159,False
0.40037,3.097439408047928,1.881122226537651,1.407711781092462,-0.12383938959737861,284.0859193388824,False
0.40038,3.097432770810142,1.8810372963501572,1.4077842911635046,0.0724306994361541,283.7139165970075,False
0.40039,3.097426132919295,1.880952363413041,1.407856800304631,-0.10567324397015909,283.6833435426015,False
0.4004,3.097419494375326,1.8808674277263402,1.4079293085154911,-0.1326049810868426,283.60739668988845,False
0.40041,3.0974128551781734,1.8807824892899578,1.408001815795846,-0.058812293398659676,283.5143395772884,False
0.40042,3.0974062153277733,1.8806975481034673,1.4080743221457406,-0.045803399463693495,283.3500102234557,False
0.40043,3.097399574824077,1.8806126041672588,1.4081468275645175,-0.011311878524793428,283.05104355144795,False
0.40044,3.097392933667027,1.880527657481112,1.4082193320520473,-0.07922110723848164,283.08578809337814,False
0.40045,3.097386291856547,1.880442708044772,1.4082918356082266,-0.07876501400824054,282.7300178932428,False
0.40046,3.0973796493926056,1.88035775585844,1.4083643382325606,-0.06040935887085652,282.55962480156086,False
0.40047,3.0973730062751192,1.8802728009217593,1.4084368399250355,0.09933231471950421,282.54766187874156,False
0.40048,3.097366362504049,1.8801878432349461,1.408509340685144,0.07626106334373617,282.1686169721643,False
0.40049,3.097359718079323,1.8801028827976987,1.4085818405128248,-0.0052504967507047695,282.18390030123646,False
0.4005,3.0973530730008965,1.8800179196100655,1.408654339407715,0.061618896102118015,282.0405868122716,False
0.40051,3.0973464272687012,1.879932953672065,1.4087268373694761,0.05292002184796729,281.6102594055983,False
0.40052,3.0973397808826686,1.8798479849833878,1.408799334398053,0.14535406662071182,281.56048541607197,False
0.40053,3.0973331338427603,1.8797630135440035,1.4088718304931505,-0.05836771136182506,281.5749501849723,False
0.40054,3.097326486148907,1.8796780393541064,1.4089443256542817,0.15858869422299904,281.25552685945877,False
0.40055,3.0973198378010562,1.8795930624133113,1.4090168198814548,-0.04962750230788515,281.35213319657487,False
0.40056,3.097313188799146,1.879508082721717,1.409089313174264,0.2966689891009082,280.8028256845246,False
0.40057,3.09730653914311,1.8794231002791895,1.4091618055325021,-0.18064401850460854,281.21379230337334,False
0.40058,3.0972998888329077,1.8793381150856494,1.4092342969559177,-0.08763480481502484,280.9404258512659,False
0.40059,3.0972932378684743,1.8792531271412103,1.4093067874440908,0.06594883736124757,280.5642700888711,False
0.4006,3.097286586267375,1.879168134697049,1.4093792785499042,0.02664235336396814,280.4651294134119,False
0.40061,3.0972799339942814,1.8790831412506612,1.4094517671666693,-0.11339129448879248,280.41874392785576,False
0.40062,3.097273281066776,1.8789981450528639,1.4095242548476647,-0.018899650405728607,280.43254027078365,False
0.40063,3.0972666274848013,1.8789131461038813,1.4095967415923785,-0.1022246665925195,280.18664665519645,False
0.40064,3.097259973248306,1.8788281444033401,1.4096692274008087,0.0021854424703633413,279.95442855749116,False
0.40065,3.0972533183572146,1.8787431399513481,1.4097417122725402,0.019887845122866565,279.6790894115902,False
0.40066,3.0972466628114814,1.8786581327477132,1.4098141962074173,0.23427384898423043,279.4485603291523,False
0.40067,3.0972400066110457,1.8785731227925053,1.4098866792050593,-0.06884944927332981,279.5285532359794,False
0.40068,3.097233349755854,1.8784881100855924,1.4099591612652567,-0.1011024137824279,279.36324425485054,False
0.40069,3.0972266922458362,1.8784030946267525,1.4100316423878776,0.057746695210880716,279.18074896598955,False
0.4007,3.097220034080947,1.8783180764161393,1.4101041225724709,0.0199391229871253,279.18604311259423,False
0.40071,3.0972133752611115,1.8782330554535804,1.4101766018188604,0.05947039520378894,278.68937338508385,False
0.40072,3.097206715786285,1.878148031739006,1.4102490801267866,0.03409333207491727,278.7698203152395,False
0.40073,3.097200055656404,1.8780630052722938,1.4103215574960315,-0.07467974056544335,278.7951520651968,False
0.40074,3.097193394871411,1.877977976053532,1.4103940339261969,0.04868282875850127,278.3061864880683,False
0.40075,3.097186733431241,1.8778929440823773,1.4104665094172568,0.09185985602562141,278.1076582189962,False
0.40076,3.0971800713358486,1.877807909359089,1.4105389839686664,-0.048229469756734034,278.2405513481026,False
0.40077,3.0971734085851663,1.8777228718832772,1.4106114575804394,-0.0648191195077743,278.0084357464975,False
0.40078,3.097166745179139,1.8776378316550861,1.4106839302521292,-0.09999194891224761,278.0760055080791,False
0.40079,3.0971600926241987,1.8775527886744015,1.4107564019835122,0.12553867595852353,277.70453360303236,False
0.4008,3.097153464966003,1.8774677429410211,1.4108288727744414,0.009487516847912048,277.4299055886486,False
0.40081,3.0971468366639967,1.8773826944550054,1.4109013426245411,0.08606291045543912,277.3333481614509,False
0.40082,3.0971402077181183,1.877297643216249,1.4109738115335806,-0.04878059471866436,277.36847471887995,False
0.40083,3.0971335781283216,1.8772125892247016,1.4110462795012824,0.079366003144969,276.86455518375715,False
0.40084,3.097126947894531,1.8771275324801888,1.4111187465274722,-0.000494295581120241,277.1263768946319,False
0.40085,3.097120317016709,1.8770424729827504,1.4111912126117954,-0.09994329998062312,276.89079972597483,False
0.40086,3.0971136854947883,1.8769574107322453,1.4112636777540497,-0.15252782978495816,276.9054420972561,False
0.40087,3.097107053328704,1.8768723457285825,1.4113361419539914,0.06974003958293906,276.4290165103803,False
0.40088,3.097100420518415,1.8767872779718064,1.4114086052112618,-0.03796025945302972,276.578068603827,False
0.40089,3.09709378706385,1.8767022074616604,1.4114810675257583,0.05783753534524294,276.2227842258153,False
0.4009,3.097087152964963,1.8766171341983138,1.4115535288970136,0.0668378047294027,276.07266807223914,False
0.40091,3.097080518221691,1.8765320581815221,1.4116259893249148,0.06387710197304841,276.09793463147525,False
0.40092,3.097073882833979,1.8764469794111893,1.4116984488092232,0.06440502236000611,275.860480445529,False
0.40093,3.0970672468017613,1.8763618978872671,1.4117709073496572,-0.07335050272013177,275.80598187083433,False
0.40094,3.097060610124988,1.8762768136097219,1.4118433649459248,-0.004464203495444963,275.60756072578806,False
0.40095,3.0970539728035997,1.8761917265785182,1.4119158215977317,-0.002115805664288928,275.36296888589095,False
0.40096,3.0970473348375402,1.8761066367935402,1.4119882773048575,0.051979480806039646,275.27710856140675,False
0.40097,3.0970406962267583,1.8760215442547021,1.4120607320670533,-0.009636775749640947,275.23910134521884,False
0.40098,3.0970340569711725,1.8759364489619592,1.4121331858840338,0.12394971487719886,274.9139696998691,False
0.40099,3.0970274170707555,1.8758513509150325,1.4122056387557171,0.007248598670230422,274.8495610335749,False
0.401,3.097020776525432,1.8757662501142462,1.412278090681503,0.05265017141118733,274.79009223477806,False
0.40101,3.097014135335146,1.8756811465591872,1.4123505416614228,-0.11230196114502178,274.8290104031703,False
0.40102,3.0970074934998437,1.8755960402499243,1.412422991695097,-0.04901189871816314,274.6301397852176,False
0.40103,3.0970008510194673,1.8755109311863236,1.4124954407823154,-0.06582268629790633,274.45923184241656,False
0.40104,3.0969942078939554,1.8754258193683895,1.412567888922754,0.09266668680720613,274.25787168423267,False
0.40105,3.0969875641232623,1.8753407047959636,1.4126403361162254,0.03306551046898676,273.94196432523404,False
0.40106,3.096980919707317,1.8752555874690866,1.4127127823623729,0.006772291068955383,273.8612847393433,False
0.40107,3.0969742746460667,1.8751704673875471,1.412785227661055,0.08902845368538692,273.6275170243953,False
0.40108,3.09696762893945,1.8750853445512976,1.4128576720119896,-0.003920120008842787,273.7710854541765,False
0.40109,3.0969609825874134,1.8750002189603883,1.4129301154148113,-0.21963262341796508,273.51254863190115,False
0.4011,3.0969543355898987,1.8749150906146057,1.4130025578693817,-0.030841878136925516,273.5409250609464,False
0.40111,3.0969476879468494,1.8748299595139601,1.4130749993753695,0.012656847899052082,273.1837160624982,False
0.40112,3.096941039658215,1.8747448256582815,1.413147439932597,0.13994221292614384,272.8889380933697,False
0.40113,3.0969343907239217,1.8746596890475127,1.4132198795407902,0.014907403804500063,272.72020213668384,False
0.40114,3.0969277411439213,1.8745745496817026,1.4132923181995853,0.08355801130073814,272.61869975078207,False
0.40115,3.0969210909181557,1.8744894075606475,1.4133647559088356,-0.11006145608735096,272.6325199187004,False
0.40116,3.0969144400465627,1.8744042626843562,1.4134371926682097,0.19093519871785247,272.2272446201241,False
0.40117,3.096907788529093,1.8743191150526448,1.4135096284775424,-0.006271226973694866,272.36973826741723,False
0.40118,3.0969011363656795,1.8742339646655999,1.4135820633364373,0.09028851421135187,271.9991165011443,False
0.40119,3.096894483556272,1.874148811523098,1.4136544972446783,0.12023671269525948,271.86182390045906,False
0.4012,3.096887830100816,1.8740636556248798,1.4137269302021633,-0.07247789915527392,272.0587476102892,False
0.40121,3.0968811759992376,1.8739784969710684,1.4137993622084652,0.09158366838073562,271.6840901175865,False
0.40122,3.0968745212515016,1.8738933355616443,1.4138717932632792,-0.0751923254929352,271.55546140246406,False
0.40123,3.096867865857523,1.8738081713962946,1.413944223366549,0.05238063564502227,271.28301888021724,False
0.40124,3.096861209817266,1.8737230044751139,1.4140166525178715,0.07714057217071968,271.21403007163644,False
0.40125,3.096854553130671,1.8736378347979625,1.4140890807170434,-0.18417985041833163,271.3986637510843,False
0.40126,3.0968478957976693,1.8735526623648235,1.4141615079637557,-0.01894056065066252,271.1069250981991,False
0.40127,3.0968412378182104,1.8734674871755344,1.4142339342578265,0.004292027695555589,271.04753504833934,False
0.40128,3.0968345791922403,1.873382309229956,1.4143063595990506,0.008175851540727308,270.7498174737211,False
0.40129,3.0968279199196895,1.8732971285282805,1.414378783986942,0.11000316873924021,270.43259400509487,False
0.4013,3.0968212599993423,1.8732119451678473,1.4144512073381137,0.030173083098816278,270.56115105400386,False
0.40131,3.096814599431703,1.8731267591022782,1.4145236296918298,-0.08067890447819082,270.38577031607656,False
0.40132,3.096807938217318,1.8730415702795642,1.4145960510921498,0.04629717796979094,270.17877819342993,False
0.40133,3.096801276356118,1.8729563786997807,1.4146684715386868,0.08536098561125982,269.93135488757525,False
0.40134,3.0967946138480777,1.872871184363594,1.4147408910305523,-0.06790286976411153,269.98493922729904,False
0.40135,3.0967879506931117,1.872785987270653,1.4148133095677198,0.07988460261003638,269.58004504928067,False
0.40136,3.096781286891167,1.872700787420044,1.4148857271506465,0.01879147562158323,269.62487125506686,False
0.40137,3.0967746224421826,1.8726155848126538,1.4149581437782548,-0.03776520373958192,269.5316611601784,False
0.40138,3.0967679573461258,1.8725303794477084,1.4150305594508805,0.04522878142961417,269.2821796523167,False
0.40139,3.096761291602915,1.8724451713258536,1.415102974167652,0.21149620847882034,268.9886222253235,False
0.4014,3.096754625212501,1.8723599604464507,1.4151753879287892,0.030696991144395724,268.9541039363894,False
0.40141,3.096747958174816,1.8722747468099228,1.4152478007336091,-0.018076062935506343,269.02676377886746,False
0.40142,3.0967412904898195,1.8721895304156697,1.4153202125823028,-0.022360641424711503,268.83761649048483,False
0.40143,3.096734622157427,1.8721043112640041,1.4153926234742769,0.036959404612389335,268.6775352364084,False
0.40144,3.096727953177615,1.8720190893546416,1.4154650334094536,-0.08102494598915655,268.55851538590923,False
0.40145,3.096721283550291,1.8719338646875945,1.4155374423874978,0.026703332911893085,268.5228462820769,False
0.40146,3.0967146132754326,1.8718486372626062,1.4156098504083083,0.00521393606231868,268.2134475998,False
0.40147,3.0967079423529498,1.8717634070800757,1.4156822574712196,0.16220345585588802,268.0840997348514,False
0.40148,3.0967012707828006,1.8716781741393878,1.4157546635764333,0.05772564511062228,267.9364262467625,False
0.40149,3.0966945985649295,1.871592938440332,1.415827068723807,-0.08692368154606811,267.94929031857464,False
0.4015,3.0966879256992694,1.8715076999836546,1.4158994729123802,0.10524888036525226,267.6341952019566,False
0.40151,3.0966812521857685,1.8714224587686659,1.4159718761424185,0.005630387155179051,267.63592638844966,False
0.40152,3.096674578024359,1.8713372147951355,1.4160442784137952,0.06112197118909535,267.35248708380004,False
0.40153,3.096667903214996,1.871251968063808,1.4161166797255529,-0.019429265047619992,267.362389622298,False
0.40154,3.0966612277576124,1.8711667185738612,1.416189080078069,0.15333376779744867,267.0300863622906,False
0.40155,3.096654551652162,1.8710814663251112,1.416261479471177,0.045657018603378674,266.97470596730363,False
0.40156,3.0966478748985704,1.8709962113181668,1.4163338779040355,-0.12853671255834342,266.88234114404077,False
0.40157,3.096641197496798,1.870910953552613,1.4164062753766746,-0.08168669077349477,266.7839287232091,False
0.40158,3.0966345194467677,1.87082569302811,1.41647867188906,0.06512408793332725,266.6226038083605,False
0.40159,3.096627840748437,1.870740429744852,1.4165510674407042,0.06520447154161957,266.31851272651875,False
0.4016,3.0966211614017447,1.8706551637030209,1.4166234620311289,-0.19096109786642046,266.53617744555777,False
0.40161,3.096614481406618,1.8705698949018736,1.416695855660643,0.07794830458715296,266.0427252491745,False
0.40162,3.096607800763019,1.8704846233420185,1.416768248328407,-0.03881593814003281,266.0701242792393,False
0.40163,3.096601119470874,1.8703993490228237,1.4168406400346332,0.018637328752447502,265.91415056545884,False
0.40164,3.09659443753014,1.870314071944696,1.4169130307786537,-0.07973899962780706,265.89370450284696,False
0.40165,3.096587754940757,1.8702287921073073,1.416985420560425,-0.02744846976838744,265.6433365483945,False
0.40166,3.09658107170265,1.8701435095103798,1.4170578093798596,-0.03935138677570649,265.6939380341537,False
0.40167,3.0965743878157777,1.870058224154548,1.417130197236093,0.018170061454839015,265.3269393542869,False
0.40168,3.09656770328006,1.8699729360386272,1.4172025841298121,0.14747485510270053,265.004566984082,False
0.40169,3.09656101809548,1.869887645163782,1.4172749700597018,-0.070137672758392,264.9212720357382,False
0.4017,3.0965543322619418,1.8698023515288593,1.4173473550264202,-0.10498794644900045,264.9602772801627,False
0.40171,3.096547645779394,1.8697170551342628,1.417419739029299,0.14152381326675822,264.50890083050945,False
0.40172,3.0965409586477994,1.8696317559800093,1.417492122068004,0.02622370966582821,264.61602252378907,False
0.40173,3.0965342708670818,1.8695464540658218,1.4175645041424436,0.03270370202153572,264.54466838962526,False
0.40174,3.0965275824371767,1.869461149392042,1.417636885252005,-0.09412491339662665,264.477829850287,False
0.40175,3.0965208933580506,1.8693758419578246,1.4177092653970849,-0.0832092487717091,264.3441298858579,False
0.40176,3.0965142036296123,1.8692905317634105,1.4177816445771545,-0.0033896082159117213,264.06199761762036,False
0.40177,3.096507513251829,1.8692052188092745,1.4178540227914849,-0.011458606041742314,264.0192800052673,False
0.40178,3.09650082222465,1.8691199030946648,1.4179264000403955,0.1718207211997651,263.69735312706325,False
0.40179,3.0964941305479776,1.8690345846197018,1.4179987763234565,0.08768312242227694,263.74034419956206,False
0.4018,3.0964874382217995,1.868949263384765,1.4180711516400246,-0.12233871811349672,263.69958414240955,False
0.40181,3.096480745246022,1.8688639393887492,1.418143525990715,-0.006458606762862473,263.48060555593474,False
0.40182,3.0964740516206146,1.8687786126329153,1.4182158993741316,0.03631361950101564,263.43625632376643,False
0.40183,3.0964673573455013,1.868693283115874,1.4182882717911325,0.05294446211428294,263.10171501220975,False
0.40184,3.0964606624206352,1.8686079508384061,1.4183606432407303,0.02522701986890752,262.9885739379879,False
0.40185,3.096453966845932,1.868522615799998,1.4184330137230374,0.050661785247939406,262.931929812642,False
0.40186,3.0964472706213697,1.868437278001019,1.4185053832374186,0.005638845276735083,262.83280099473905,False
0.40187,3.09644057374687,1.868351937440996,1.418577751783949,0.20153095680780098,262.31360750286603,False
0.40188,3.096433876222375,1.86826659411987,1.418650119362358,-0.07206253705044219,262.52098721690345,False
0.40189,3.096427178047829,1.8681812480373934,1.4187224859725303,0.012867347683823027,262.19004330507323,False
0.4019,3.096420479223175,1.868095899194296,1.4187948516135227,0.18388409596082056,262.0758806529702,False
0.40191,3.0964137797483477,1.8680105475894873,1.4188672162859386,-0.011928792494472873,262.2148533562986,False
0.40192,3.096407079623317,1.8679251932237422,1.4189395799887965,0.0933723808166178,261.8672940589431,False
0.40193,3.0964003788479832,1.8678398360964552,1.4190119427222854,0.07951597869760008,261.65940279109327,False
0.40194,3.096393677422312,1.867754476207894,1.4190843044858543,-0.04090865686976031,261.75408915461685,False
0.40195,3.0963869753462356,1.8676691135575232,1.419156665279636,0.054733635879529174,261.5037268584465,False
0.40196,3.096380272619712,1.8675837481452833,1.4192290251033568,-0.07761327540538332,261.40907892415726,False
0.40197,3.0963735692426697,1.8674983799717935,1.4193013839561646,0.04563498883362627,261.2632351640523,False
0.40198,3.096366865215038,1.8674130090363228,1.419373741838358,0.027864905975548027,261.23021755587524,False
0.40199,3.096360160536785,1.8673276353390162,1.419446098749491,-0.21588124951085774,261.1502711988378,False
0.402,3.096353455207836,1.8672422588799686,1.419518454689157,0.04200718623633293,260.98270620071435,False
0.40201,3.0963467492281422,1.8671568796589533,1.4195908096572283,-0.04676023222600634,260.86487073563967,False
0.40202,3.0963400425976397,1.8670714976756038,1.419663163653688,-0.013807418849864916,260.62877344491153,False
0.40203,3.0963333353162747,1.866986112930024,1.4197355166781271,-0.07932884727506462,260.5234871561561,False
0.40204,3.0963266273839607,1.8669007254224435,1.4198078687300237,-0.030122268139166408,260.2206389039329,False
0.40205,3.096319918800686,1.8668153351523726,1.4198802198094724,-0.10612699857847474,260.41320197215555,False
0.40206,3.096313209566365,1.8667299421200674,1.4199525699159303,0.05596458281706873,259.8647603540521,False
0.40207,3.096306499680939,1.866644546325042,1.4200249190494865,0.013182717628296814,259.8351061711037,False
