Omega,x,x0,v0,stable,floquet
0.4,0.09524607632480464,0.0952248626465515,0.0008024095784245,True,[-0.70773861+0.01026896j -0.70773861-0.01026896j]
0.401,0.0953377322347059,0.095316361153398,0.0008078054437622,True,[-0.7074035+0.03799912j -0.7074035-0.03799912j]
0.402,0.09542977233002486,0.0954082422748847,0.0008132407404431,True,[-0.70599164+0.06558104j -0.70599164-0.06558104j]
0.403,0.09552219916054228,0.0955005085677253,0.0008187153715673,True,[-0.70351935+0.09297428j -0.70351935-0.09297428j]
0.404,0.09561501524993189,0.095593162561192,0.0008242292649052,True,[-0.70000428+0.12013963j -0.70000428-0.12013963j]
0.405,0.0957082230983779,0.0956862067598311,0.0008297823710818,True,[-0.69546536+0.14703912j -0.69546536-0.14703912j]
0.406,0.09580182518499987,0.0957796436459758,0.0008353746619373,True,[-0.68992272+0.17363607j -0.68992272-0.17363607j]
0.407,0.09589582397011263,0.0958734756820864,0.000841006129037,True,[-0.68339762+0.19989512j -0.68339762-0.19989512j]
0.408,0.09599022189732327,0.09596770531292,0.0008466767823184,True,[-0.67591237+0.22578221j -0.67591237-0.22578221j]
0.409,0.0960850213954886,0.0960623349675537,0.0008523866488656,True,[-0.66749026+0.25126464j -0.66749026-0.25126464j]
0.41,0.09618022488053897,0.0961573670612686,0.0008581357717882,True,[-0.65815551+0.27631107j -0.65815551-0.27631107j]
0.411,0.09627583475717966,0.0962528039973057,0.0008639242092041,True,[-0.64793317+0.30089151j -0.64793317-0.30089151j]
0.412,0.09637185342048726,0.0963486481685119,0.0008697520333124,True,[-0.63684906+0.32497735j -0.63684906-0.32497735j]
0.413,0.09646828325739505,0.096444901958871,0.0008756193295436,True,[-0.62492972+0.34854136j -0.62492972-0.34854136j]
0.414,0.09656512664809148,0.0965415677449431,0.0008815261957912,True,[-0.61220232+0.37155767j -0.61220232-0.37155767j]
0.415,0.09666238596733182,0.0966386478972143,0.0008874727417007,True,[-0.59869462+0.3940018j -0.59869462-0.3940018j]
0.416,0.09676006358566587,0.0967361447813589,0.0008934590880251,True,[-0.5844349+0.41585064j -0.5844349-0.41585064j]
0.417,0.09685816187059619,0.0968340607594289,0.0008994853660335,True,[-0.56945188+0.43708244j -0.56945188-0.43708244j]
0.418,0.09695668318749584,0.0969323981908068,0.0009055517168544,True,[-0.55377468+0.45767683j -0.55377468-0.45767683j]
0.419,0.09705562990065661,0.0970311594332796,0.0009116582909887,True,[-0.53743277+0.47761475j -0.53743277-0.47761475j]
0.42,0.09715500437531466,0.0971303468450522,0.0009178052485613,True,[-0.52045589+0.49687851j -0.52045589-0.49687851j]
0.421,0.09725480897707614,0.0972299627842456,0.0009239927579246,True,[-0.502874+0.51545173j -0.502874-0.51545173j]
0.422,0.09735504607337343,0.097330009610354,0.0009302209956515,True,[-0.48471726+0.53331933j -0.48471726-0.53331933j]
0.423,0.09745571803428575,0.0974304896850841,0.0009364901461838,True,[-0.46601594+0.55046752j -0.46601594-0.55046752j]
0.424,0.09755682723392603,0.0975314053737822,0.0009428004010942,True,[-0.44680037+0.56688378j -0.44680037-0.56688378j]
0.425,0.09765837604951547,0.0976327590444596,0.0009491519599473,True,[-0.42710093+0.58255686j -0.42710093-0.58255686j]
0.426,0.09776036686337791,0.0977345530698512,0.0009555450291338,True,[-0.40694798+0.5974767j -0.40694798-0.5974767j]
0.427,0.09786280206361582,0.0978367898281047,0.0009619798216189,True,[-0.3863718+0.61163449j -0.3863718-0.61163449j]
0.428,0.09796568404451758,0.0979394717031913,0.0009684565568669,True,[-0.36540259+0.62502255j -0.36540259-0.62502255j]
0.429,0.0980690152074365,0.0980426010857877,0.0009749754607823,True,[-0.34407039+0.6376344j -0.34407039-0.6376344j]
0.43,0.09817279796057966,0.0981461803730977,0.0009815367650797,True,[-0.32240507+0.64946468j -0.32240507-0.64946468j]
0.431,0.09827703472032195,0.0982502119701537,0.0009881407075204,True,[-0.30043628+0.66050913j -0.30043628-0.66050913j]
0.432,0.0983817279115588,0.0983546982901889,0.0009947875315467,True,[-0.27819339+0.67076455j -0.27819339-0.67076455j]
0.433,0.09848687996817583,0.0984596417551581,0.0010014774853273,True,[-0.25570553+0.68022882j -0.25570553-0.68022882j]
0.434,0.09859249333357153,0.0985650447961003,0.0010082108246965,True,[-0.23300148+0.68890084j -0.23300148-0.68890084j]
0.435,0.09869857046110769,0.0986709098537802,0.001014987809623,True,[-0.21010967+0.69678047j -0.21010967-0.69678047j]
