Omega,x,x0,v0,stable,floquet
0.802,2.1271317592213337,0.6259757828091654,1.7523998887386274,False,[0.53930918 1.31357554]
0.803,2.121708141506478,0.6356288741199352,1.745286610647344,False,[0.53826636 1.31668553]
0.804,2.116264492138939,0.6450760247378295,1.738156907993524,False,[0.53729075 1.31964135]
0.805,2.1108002383772453,0.6543267819303753,1.7310097052740356,False,[0.53637823 1.32245116]
0.806,2.1053148329460862,0.6633898234740131,1.723844005540368,False,[0.53552511 1.32512239]
0.807,2.0998077507424027,0.6722730508897009,1.7166588840212746,False,[0.53472804 1.32766182]
0.808,2.0942784815481557,0.6809837474419138,1.7094534492993183,False,[0.53398393 1.33007573]
0.809,2.088726540592077,0.6895284190662014,1.7022269358323694,False,[0.53329003 1.33236977]
0.81,2.083151447337559,0.6979131885226695,1.6949785571234972,False,[0.53264377 1.33454925]
0.811,2.0775527351346748,0.7061436427286525,1.6877075886039747,False,[0.53204281 1.33661906]
0.812,2.0719299471386443,0.7142249249677949,1.6804133446522165,False,[0.53148501 1.3385837 ]
0.813,2.06628263370554,0.7221617880880699,1.673095169321047,False,[0.53096837 1.34044739]
0.814,2.0606103514987133,0.7299586239899618,1.6657524361114218,False,[0.53049108 1.34221401]
0.815,2.054912662418328,0.7376194931535786,1.658384546263295,False,[0.53005143 1.34388721]
0.816,2.049189130450145,0.745148181121006,1.6509909125836593,False,[0.52964786 1.3454704 ]
0.817,2.0434393237830664,0.7525481777667012,1.6435709788779314,False,[0.52927892 1.34696673]
0.818,2.0376628116297293,0.7598227324294476,1.636124202249171,False,[0.52894326 1.34837919]
0.819,2.0318591637982255,0.7669748667388524,1.628650054451192,False,[0.52863961 1.34971056]
0.82,2.026027949847896,0.7740073927606053,1.6211480199136288,False,[0.5283668  1.35096345]
0.821,2.0201687380270807,0.7809229334470652,1.6136175917975404,False,[0.52812375 1.35214033]
0.822,2.0142810925394588,0.7877239660647495,1.6060582553070868,False,[0.52790942 1.35324354]
0.823,2.008364583459871,0.7944126779881733,1.598469567470553,False,[0.52772289 1.35427521]
0.824,2.002418769226754,0.8009912292162948,1.5908510268537177,False,[0.52756324 1.35523741]
0.825,1.9964432076142822,0.8074615907661442,1.5832021606997084,False,[0.52742964 1.35613208]
0.826,1.9904374518949153,0.8138256012943913,1.5755224996398012,False,[0.52732132 1.35696106]
0.827,1.984401050348649,0.8200849750998321,1.567811576958925,False,[0.52723753 1.35772608]
0.828,1.9783335458291171,0.826241307594438,1.56006892890574,False,[0.5271776  1.35842877]
0.829,1.9722344750901466,0.832296084060761,1.5522940928902922,False,[0.52714087 1.35907068]
0.83,1.9661033682823443,0.8382506857778608,1.544486606804374,False,[0.52712675 1.35965327]
0.831,1.9599397488178647,0.8441063909081348,1.536646011103704,False,[0.52713467 1.36017794]
0.832,1.9537431308953985,0.8498644036023432,1.5287718343107413,False,[0.52716408 1.360646  ]
0.833,1.9475130219910348,0.8555258209746038,1.5208636140324727,False,[0.5272145  1.36105869]
0.834,1.9412489205310868,0.8610916595822031,1.5129208836761427,False,[0.52728546 1.3614172 ]
0.835,1.9349503154051235,0.866562859737034,1.5049431716016533,False,[0.52737651 1.36172263]
0.836,1.9286166855175082,0.8719402870891498,1.496930001599199,False,[0.52748725 1.36197606]
